
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
4E:AE:30:56:31:24, 2025-04-13 01:59:29, 2025-04-13 02:21:49, 11, 195, OPN, ,   , -81,        8,        0,   0.  0.  0.  0,  11, Amity-event, 
4A:AE:30:56:31:24, 2025-04-13 02:04:57, 2025-04-13 02:21:01, 11, 195, WPA2, CCMP, PSK, -83,        6,        0,   0.  0.  0.  0,   0, , 
DE:44:89:D5:03:5C, 2025-04-13 02:16:41, 2025-04-13 02:20:47,  6, 195, OPN, ,   , -81,        0,        0,   0.  0.  0.  0,  11, Amity-Guest, 
D8:44:89:D5:03:5C, 2025-04-13 02:18:48, 2025-04-13 02:18:48,  6, 195, OPN, ,   , -81,        1,        0,   0.  0.  0.  0,  10, Amity-wifi, 
46:AE:30:56:30:9C, 2025-04-13 02:10:03, 2025-04-13 02:14:11,  6, 195, OPN, ,   , -76,        3,        0,   0.  0.  0.  0,  11, Amity-Guest, 
40:AE:30:56:30:9C, 2025-04-13 02:00:12, 2025-04-13 02:14:11,  6, 195, OPN, ,   , -83,        3,        0,   0.  0.  0.  0,  10, Amity-wifi, 
4E:8F:0E:AB:38:DC, 2025-04-13 02:05:48, 2025-04-13 02:05:48, 11, 360, WPA2, CCMP, PSK, -71,        1,        0,   0.  0.  0.  0,  20, Redmi Note 12 Pro 5G, 
26:23:51:A6:25:72, 2025-04-13 02:02:47, 2025-04-13 02:02:47, 11, 195, OPN, ,   , -81,        1,        0,   0.  0.  0.  0,  11, Amity-Guest, 
8E:07:A6:E1:E4:50, 2025-04-13 01:53:18, 2025-04-13 01:54:10,  1, 180, WPA2, CCMP, PSK, -75,        1,        1,   0.  0.  0.  0,   7, iQOO Z6, 
D8:44:89:D4:FB:50, 2025-04-13 02:02:18, 2025-04-13 02:02:18,  6, 195, OPN, ,   , -79,        0,        0,   0.  0.  0.  0,  10, Amity-wifi, 
00:00:00:40:BF:0C, 2025-04-13 02:04:06, 2025-04-13 02:04:06, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
E4:FA:C4:6B:9B:16, 2025-04-13 02:11:29, 2025-04-13 02:11:29,  2,  -1, OPN, ,   , -85,        0,        1,   0.  0.  0.  0,   0, , 
4E:AE:30:56:30:9C, 2025-04-13 02:04:45, 2025-04-13 02:11:31,  6, 195, OPN, ,   , -81,        2,        0,   0.  0.  0.  0,  11, Amity-event, 
DE:44:89:D4:FB:38, 2025-04-13 01:58:02, 2025-04-13 02:12:53,  1, 195, OPN, ,   , -78,        5,        0,   0.  0.  0.  0,  11, Amity-Guest, 
46:AE:30:56:31:24, 2025-04-13 02:04:17, 2025-04-13 02:13:08, 11, 195, OPN, ,   , -81,        8,        0,   0.  0.  0.  0,  11, Amity-Guest, 
DE:44:89:D4:FB:50, 2025-04-13 02:14:55, 2025-04-13 02:14:55,  6, 195, OPN, ,   , -77,        1,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E2:44:89:D4:FB:D6, 2025-04-13 01:57:04, 2025-04-13 02:18:20, 11, 195, WPA2, CCMP, PSK, -83,       16,        0,   0.  0.  0.  0,   0, , 
20:23:51:A6:2B:78, 2025-04-13 02:20:43, 2025-04-13 02:20:45,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
E2:44:89:D4:FB:38, 2025-04-13 02:00:41, 2025-04-13 02:24:05,  1, 195, WPA2, CCMP, PSK, -84,        8,        0,   0.  0.  0.  0,   0, , 
4E:AE:30:56:30:2A, 2025-04-13 02:06:41, 2025-04-13 02:26:22,  6, 195, OPN, ,   , -79,       12,        0,   0.  0.  0.  0,  11, Amity-event, 
E2:44:89:D4:FB:50, 2025-04-13 02:26:41, 2025-04-13 02:27:43,  6, 195, WPA2, CCMP, PSK, -79,        2,        0,   0.  0.  0.  0,   0, , 
20:23:51:A6:25:AC, 2025-04-13 01:54:41, 2025-04-13 02:30:10,  6, 195, OPN, ,   , -79,       28,        0,   0.  0.  0.  0,  10, Amity-wifi, 
E2:44:89:D4:FA:B4, 2025-04-13 02:08:14, 2025-04-13 02:30:10, 11, 195, WPA2, CCMP, PSK, -76,       32,        0,   0.  0.  0.  0,   0, , 
DE:44:89:D4:FA:86, 2025-04-13 02:06:55, 2025-04-13 02:30:58,  1, 195, OPN, ,   , -83,       25,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E6:44:89:D4:FB:D6, 2025-04-13 01:53:45, 2025-04-13 02:30:57, 11, 195, OPN, ,   , -80,       14,        0,   0.  0.  0.  0,  11, Amity-event, 
E6:44:89:D4:FB:38, 2025-04-13 02:01:12, 2025-04-13 02:31:59,  1, 195, OPN, ,   , -80,       13,        0,   0.  0.  0.  0,  11, Amity-event, 
2A:23:51:A6:25:92, 2025-04-13 02:15:25, 2025-04-13 02:32:46,  6, 195, WPA2, CCMP, PSK, -76,        2,        0,   0.  0.  0.  0,   0, , 
DE:44:89:D4:FA:B4, 2025-04-13 02:03:02, 2025-04-13 02:33:22, 11, 195, OPN, ,   , -79,       21,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E6:44:89:D4:F9:14, 2025-04-13 02:33:56, 2025-04-13 02:33:56,  1, 195, OPN, ,   , -81,        1,        0,   0.  0.  0.  0,  11, Amity-event, 
4E:AE:30:56:31:70, 2025-04-13 02:08:04, 2025-04-13 02:34:22,  6, 195, OPN, ,   , -81,       16,        0,   0.  0.  0.  0,  11, Amity-event, 
D8:44:89:D4:FB:40, 2025-04-13 01:53:08, 2025-04-13 02:34:59,  6, 195, OPN, ,   , -80,      228,        0,   0.  0.  0.  0,  10, Amity-wifi, 
E2:44:89:D4:FB:40, 2025-04-13 01:52:51, 2025-04-13 02:34:59,  6, 195, WPA2, CCMP, PSK, -77,      194,        0,   0.  0.  0.  0,   0, , 
D8:44:89:D4:FB:D6, 2025-04-13 01:57:04, 2025-04-13 02:35:13, 11, 195, OPN, ,   , -80,        9,        3,  10.  2. 98.104,  10, Amity-wifi, 
E6:44:89:D4:FB:06, 2025-04-13 01:54:59, 2025-04-13 02:35:08,  6, 195, OPN, ,   , -77,      215,        0,   0.  0.  0.  0,  11, Amity-event, 
E6:44:89:D4:FA:86, 2025-04-13 02:09:26, 2025-04-13 02:35:33,  1, 195, OPN, ,   , -74,       15,        0,   0.  0.  0.  0,  11, Amity-event, 
EA:FA:C4:6B:96:EA, 2025-04-13 02:05:04, 2025-04-13 02:35:44, 13,  -1, OPN, ,   , -85,        0,        3,   0.  0.  0.  0,   0, , 
E2:44:89:D4:FA:86, 2025-04-13 02:01:12, 2025-04-13 02:35:47,  1, 195, WPA2, CCMP, PSK, -83,       37,        0,   0.  0.  0.  0,   0, , 
20:23:51:A6:25:A6, 2025-04-13 01:53:08, 2025-04-13 02:35:49,  6, 195, OPN, ,   , -81,       24,        0,   0.  0.  0.  0,  10, Amity-wifi, 
DE:44:89:D4:F9:1E, 2025-04-13 01:52:53, 2025-04-13 02:35:47,  1, 195, OPN, ,   , -78,      144,        0,   0.  0.  0.  0,  11, Amity-Guest, 
4E:AE:30:56:31:96, 2025-04-13 01:57:18, 2025-04-13 02:35:44, 11, 195, OPN, ,   , -75,       39,        0,   0.  0.  0.  0,  11, Amity-event, 
2A:23:51:A6:26:C2, 2025-04-13 02:09:01, 2025-04-13 02:35:46,  1, 195, WPA2, CCMP, PSK, -74,       32,        0,   0.  0.  0.  0,   0, , 
4A:AE:30:56:30:9C, 2025-04-13 02:09:40, 2025-04-13 02:35:57,  6, 195, WPA2, CCMP, PSK, -82,        4,        0,   0.  0.  0.  0,   0, , 
E2:44:89:D5:03:F6, 2025-04-13 01:54:14, 2025-04-13 02:36:13, 11, 195, WPA2, CCMP, PSK, -79,       58,        0,   0.  0.  0.  0,   0, , 
DE:44:89:D4:FA:7C, 2025-04-13 01:53:30, 2025-04-13 02:36:10,  6, 195, OPN, ,   , -77,      179,        0,   0.  0.  0.  0,  11, Amity-Guest, 
4A:AE:30:56:31:8E, 2025-04-13 01:52:51, 2025-04-13 02:36:12, 11, 195, WPA2, CCMP, PSK, -76,       98,        0,   0.  0.  0.  0,   0, , 
E6:44:89:D4:FB:3A, 2025-04-13 01:53:17, 2025-04-13 02:36:24,  6, 195, OPN, ,   , -79,      109,        0,   0.  0.  0.  0,  11, Amity-event, 
46:AE:30:56:30:2A, 2025-04-13 02:07:55, 2025-04-13 02:36:24,  6, 195, OPN, ,   , -74,       13,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E2:44:89:D5:03:5C, 2025-04-13 02:05:19, 2025-04-13 02:36:32,  6, 195, WPA2, CCMP, PSK, -83,        2,        0,   0.  0.  0.  0,   0, , 
1E:62:00:AE:58:50, 2025-04-13 01:53:20, 2025-04-13 02:36:37,  6, 130, WPA3 WPA2, CCMP, SAE PSK, -79,       26,        0,   0.  0.  0.  0,  19, Saransh’s iPhone , 
E6:44:89:D4:FB:40, 2025-04-13 01:53:13, 2025-04-13 02:36:37,  6, 195, OPN, ,   , -66,      217,        0,   0.  0.  0.  0,  11, Amity-event, 
40:AE:30:56:31:24, 2025-04-13 01:53:59, 2025-04-13 02:36:59, 11, 195, OPN, ,   , -85,        9,       99,  10.  2.117. 54,  10, Amity-wifi, 
E2:44:89:D4:FB:36, 2025-04-13 02:15:19, 2025-04-13 02:36:53,  6, 195, WPA2, CCMP, PSK, -83,       17,        0,   0.  0.  0.  0,   0, , 
4E:AE:30:56:30:90, 2025-04-13 01:55:20, 2025-04-13 02:37:02,  1, 195, OPN, ,   , -81,       50,        0,   0.  0.  0.  0,  11, Amity-event, 
2E:23:51:A6:25:AC, 2025-04-13 01:52:59, 2025-04-13 02:36:59,  6, 195, OPN, ,   , -81,       19,        0,   0.  0.  0.  0,  11, Amity-event, 
D8:44:89:D5:04:CC, 2025-04-13 01:53:46, 2025-04-13 02:37:04,  1, 195, OPN, ,   , -78,       39,        0,   0.  0.  0.  0,  10, Amity-wifi, 
E6:44:89:D4:F9:1E, 2025-04-13 01:52:55, 2025-04-13 02:36:44,  1, 195, OPN, ,   , -80,      150,        0,   0.  0.  0.  0,  11, Amity-event, 
E2:44:89:D4:FA:7E, 2025-04-13 01:52:49, 2025-04-13 02:37:00,  1, 195, WPA2, CCMP, PSK, -79,      198,        0,   0.  0.  0.  0,   0, , 
E6:44:89:D4:FA:B4, 2025-04-13 01:55:19, 2025-04-13 02:37:01, 11, 195, OPN, ,   , -79,       25,        0,   0.  0.  0.  0,  11, Amity-event, 
26:23:51:A6:25:AC, 2025-04-13 01:54:41, 2025-04-13 02:36:53,  6, 195, OPN, ,   , -79,       31,        0,   0.  0.  0.  0,  11, Amity-Guest, 
26:23:51:A6:26:C2, 2025-04-13 02:08:00, 2025-04-13 02:36:44,  1, 195, OPN, ,   , -79,       15,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E2:44:89:D5:04:CC, 2025-04-13 01:53:24, 2025-04-13 02:36:44,  1, 195, WPA2, CCMP, PSK, -79,       28,        0,   0.  0.  0.  0,   0, , 
46:AE:30:56:30:90, 2025-04-13 01:56:38, 2025-04-13 02:37:02,  1, 195, OPN, ,   , -79,       53,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E6:44:89:D4:FA:7C, 2025-04-13 01:53:26, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -79,      179,        0,   0.  0.  0.  0,  11, Amity-event, 
DE:44:89:D4:FA:7E, 2025-04-13 01:52:49, 2025-04-13 02:37:04,  1, 195, OPN, ,   , -79,      253,        0,   0.  0.  0.  0,  11, Amity-Guest, 
40:AE:30:56:30:90, 2025-04-13 01:55:20, 2025-04-13 02:37:00,  1, 195, OPN, ,   , -78,       62,        7,  10.  2. 97.104,  10, Amity-wifi, 
2E:23:51:A6:25:A6, 2025-04-13 01:53:42, 2025-04-13 02:37:00,  6, 195, OPN, ,   , -77,       24,        0,   0.  0.  0.  0,  11, Amity-event, 
E2:44:89:D4:FB:0C, 2025-04-13 02:36:46, 2025-04-13 02:36:46,  6, 195, WPA2, CCMP, PSK, -77,        1,        0,   0.  0.  0.  0,   0, , 
40:AE:30:56:31:96, 2025-04-13 01:52:51, 2025-04-13 02:36:59, 11, 195, OPN, ,   , -77,       48,      768,  10.  2. 97.104,  10, Amity-wifi, 
4A:AE:30:56:31:50, 2025-04-13 01:57:48, 2025-04-13 02:37:00,  6, 195, WPA2, CCMP, PSK, -77,      102,        0,   0.  0.  0.  0,   0, , 
40:AE:30:56:31:50, 2025-04-13 01:59:16, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -76,      107,        0,   0.  0.  0.  0,  10, Amity-wifi, 
4A:AE:30:56:31:96, 2025-04-13 01:54:59, 2025-04-13 02:36:51, 11, 195, WPA2, CCMP, PSK, -76,       43,        0,   0.  0.  0.  0,   0, , 
46:AE:30:56:31:8E, 2025-04-13 01:53:02, 2025-04-13 02:36:44, 11, 195, OPN, ,   , -76,       91,        0,   0.  0.  0.  0,  11, Amity-Guest, 
02:12:36:B9:75:4F, 2025-04-13 01:52:53, 2025-04-13 02:37:04,  1,  65, WPA2, CCMP, PSK, -76,        6,        0,   0.  0.  0.  0,  15, Galaxy A50s754F, 
E6:44:89:D5:03:F6, 2025-04-13 01:52:54, 2025-04-13 02:36:44, 11, 195, OPN, ,   , -75,       74,        0,   0.  0.  0.  0,  11, Amity-event, 
E6:44:89:D5:03:EC, 2025-04-13 01:54:43, 2025-04-13 02:36:51, 11, 195, OPN, ,   , -75,      139,        0,   0.  0.  0.  0,  11, Amity-event, 
4E:AE:30:56:31:8E, 2025-04-13 01:52:54, 2025-04-13 02:36:51, 11, 195, OPN, ,   , -75,      126,        0,   0.  0.  0.  0,  11, Amity-event, 
D8:44:89:D4:FA:7C, 2025-04-13 01:52:54, 2025-04-13 02:36:53,  6, 195, OPN, ,   , -75,      186,        0,   0.  0.  0.  0,  10, Amity-wifi, 
DE:44:89:D4:FB:40, 2025-04-13 01:53:07, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -74,      220,        0,   0.  0.  0.  0,  11, Amity-Guest, 
46:AE:30:56:31:50, 2025-04-13 01:56:25, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -74,      105,        0,   0.  0.  0.  0,  11, Amity-Guest, 
40:AE:30:56:31:8E, 2025-04-13 01:52:54, 2025-04-13 02:36:56, 11, 195, OPN, ,   , -74,      111,       63,  10.  2. 98.178,  10, Amity-wifi, 
DE:44:89:D5:03:EC, 2025-04-13 01:53:06, 2025-04-13 02:36:59, 11, 195, OPN, ,   , -74,      168,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E2:44:89:D5:04:CE, 2025-04-13 01:52:49, 2025-04-13 02:37:03,  1, 195, WPA2, CCMP, PSK, -74,      640,        0,   0.  0.  0.  0,   0, , 
D8:44:89:D4:FA:7E, 2025-04-13 01:52:56, 2025-04-13 02:37:00,  1, 195, OPN, ,   , -73,      234,        0,   0.  0.  0.  0,  10, Amity-wifi, 
D8:44:89:D5:03:EC, 2025-04-13 01:53:06, 2025-04-13 02:36:51, 11, 195, OPN, ,   , -73,      170,        0,   0.  0.  0.  0,  10, Amity-wifi, 
26:23:51:A6:2D:1A, 2025-04-13 01:52:49, 2025-04-13 02:37:02,  1, 195, OPN, ,   , -73,      778,        0,   0.  0.  0.  0,  11, Amity-Guest, 
2A:23:51:A6:2D:1A, 2025-04-13 01:52:59, 2025-04-13 02:37:04,  1, 195, WPA2, CCMP, PSK, -73,      762,        0,   0.  0.  0.  0,   0, , 
DE:44:89:D5:03:F6, 2025-04-13 01:52:51, 2025-04-13 02:36:44, 11, 195, OPN, ,   , -72,       67,        0,   0.  0.  0.  0,  11, Amity-Guest, 
4E:AE:30:56:31:50, 2025-04-13 01:57:05, 2025-04-13 02:36:57,  6, 195, OPN, ,   , -72,       96,        0,   0.  0.  0.  0,  11, Amity-event, 
D8:44:89:D5:03:F6, 2025-04-13 01:52:51, 2025-04-13 02:37:01, 11, 195, OPN, ,   , -72,       56,     1138,  10.  2.115.164,  10, Amity-wifi, 
20:23:51:A6:25:CC, 2025-04-13 01:52:51, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -72,       86,        1,  10.  2. 97.192,  10, Amity-wifi, 
D8:44:89:D5:04:CE, 2025-04-13 01:52:49, 2025-04-13 02:37:02,  1, 195, OPN, ,   , -71,      568,        0,   0.  0.  0.  0,  10, Amity-wifi, 
E6:44:89:D5:04:CE, 2025-04-13 01:52:53, 2025-04-13 02:37:04,  1, 195, OPN, ,   , -66,      602,        0,   0.  0.  0.  0,  11, Amity-event, 
20:23:51:A6:2D:1A, 2025-04-13 01:52:49, 2025-04-13 02:37:03,  1, 195, OPN, ,   , -71,      798,        0,   0.  0.  0.  0,  10, Amity-wifi, 
2E:23:51:A6:2D:1A, 2025-04-13 01:52:53, 2025-04-13 02:37:04,  1, 195, OPN, ,   , -71,      788,        0,   0.  0.  0.  0,  11, Amity-event, 
2E:23:51:A6:25:84, 2025-04-13 01:52:55, 2025-04-13 02:36:44,  6, 195, OPN, ,   , -71,      329,        0,   0.  0.  0.  0,  11, Amity-event, 
4A:AE:30:56:31:2C, 2025-04-13 01:52:50, 2025-04-13 02:37:00,  1, 195, WPA2, CCMP, PSK, -71,      650,        0,   0.  0.  0.  0,   0, , 
46:AE:30:56:31:2C, 2025-04-13 01:52:50, 2025-04-13 02:37:04,  1, 195, OPN, ,   , -71,      654,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E6:44:89:D4:FA:7E, 2025-04-13 01:53:09, 2025-04-13 02:37:02,  1, 195, OPN, ,   , -70,      205,        0,   0.  0.  0.  0,  11, Amity-event, 
2A:23:51:A6:25:84, 2025-04-13 01:52:54, 2025-04-13 02:36:44,  6, 195, WPA2, CCMP, PSK, -70,      310,        0,   0.  0.  0.  0,   0, , 
DE:44:89:D5:04:CE, 2025-04-13 01:52:50, 2025-04-13 02:37:00,  1, 195, OPN, ,   , -70,      615,       23,  10.  2.137.254,  11, Amity-Guest, 
40:AE:30:56:31:2C, 2025-04-13 01:52:49, 2025-04-13 02:37:02,  1, 195, OPN, ,   , -69,      609,        0,   0.  0.  0.  0,  10, Amity-wifi, 
DE:44:89:D4:FB:06, 2025-04-13 01:53:34, 2025-04-13 02:36:44,  6, 195, OPN, ,   , -68,      226,        0,   0.  0.  0.  0,  11, Amity-Guest, 
D8:44:89:D4:FC:0C, 2025-04-13 01:52:51, 2025-04-13 02:37:01, 11, 195, OPN, ,   , -67,      412,     7289,  10.  2.100.141,  10, Amity-wifi, 
